统计日期,平台,子平台,产品名称,销售数量,销售金额
2026-8-10,京东,京东POP,72℃屋型鲜牛乳(950ml*12盒),78,4231.5
2026-8-10,京东,京东POP,优选鲜牛乳240ml*20,1588,49926.72
2026-8-10,京东,京东POP,优选瓶装鲜牛乳(450ml*12瓶),6,185.58
2026-8-10,京东,京东POP,全脂桶（1*6）,36,1859.76
2026-8-10,京东,京东POP,轻能利乐冠—黄桃+大麦250g,104,5836.48
2026-8-10,京东,京东POP,三元166风味发酵乳182g*30,36,2360.52
2026-8-10,京东,京东POP,72℃鲜牛乳（瓶）900mL,3,87.99
2026-8-10,京东,京东POP,三元乐活（瓶）200mL*20,95,2931.7
2026-8-10,京东,京东POP,三元乐活950mL*12,56,3190.88
2026-8-10,京东,京东POP,三元晚安奶250mL*20,15,1183.2
2026-8-10,京东,京东POP,极致A2鲜奶240*20,137,4379.89
2026-8-10,京东,京东POP,极致A2鲜奶900*6,41,1206.63
2026-8-10,京东,京东POP,极致有机鲜牛奶 900ML,63,2090.97
2026-8-10,京东,京东POP,极致有机鲜牛奶240ML,142,4913.2
2026-8-10,京东,京东POP,三元真的好巧200mL*20,197,16132.33
2026-8-10,京东,京东POP,三元真的好巧450mL*12,24,2488.32
2026-8-10,京东,京东POP,三元芋你鲜活200mL*20,10,338.6
2026-8-10,京东,京东POP,三元芋你鲜活450mL*12,5,193.1
2026-8-10,京东,京东POP,三元青提芝士杯酸130g*24,12,675.24
2026-8-10,京东,京东POP,冰箱贴套装,36,0
2026-8-10,京东,京东POP,北京酸奶原味瓶200g*24,4,227.4
2026-8-10,京东,京东POP,北京酸奶原味杯130g*24,47,1994.68
2026-8-10,京东,京东POP,北京酸奶草莓杯130g*24,3,154.68
2026-8-10,京东,京东POP,北京酸奶酸木瓜杯130g*24,3,160.86
2026-8-10,京东,京东POP,北京酸奶青柠杯130g*24,3,162.72
2026-8-10,京东,京东POP,北京酸奶草莓瓶200g*24,29,2160.5
2026-8-10,京东,京东POP,北京酸奶酸木瓜瓶200g*24,12,910.68
2026-8-10,京东,京东POP,北京酸奶青柠瓶200g*24,6,440.04
2026-8-10,京东,京东POP,大大果块桑葚+蓝莓260g*12,6,172.08
2026-8-10,京东,京东POP,大果块草莓+黄桃260g*12,6,169.68
2026-8-10,京东,京东POP,大果块黄桃+芒果260g*12,6,167.76
2026-8-10,京东,京东POP,天然桶装酸牛奶1kg,14,693.28
2026-8-10,京东,京东POP,安德鲁蜂蜜,22,0
2026-8-10,京东,京东POP,简卡原味袋五连包150g*5*10,12,624.36
2026-8-10,京东,京东POP,老北京杯装酸牛奶(139g*24),44,1392.6
2026-8-10,京东,京东POP,雪凝茯苓杯装酸奶150g*4*14,30,1521
2026-8-10,京东,京东自营,72℃屋型鲜牛乳(950ml*12盒),672,36456
2026-8-10,京东,京东自营,72℃鲜牛乳（瓶）900mL,492,14430.36
2026-8-10,京东,京东自营,三元乐活(瓶)450mL*12,48,1645.92
2026-8-10,京东,京东自营,三元乐活950mL*12,96,5470.08
2026-8-10,京东,京东自营,三元乐活瓶装高温杀菌乳450mL*6,4,73.96
2026-8-10,京东,京东自营,三元乐活（瓶）200mL*20,1000,30860
2026-8-10,京东,京东自营,三元晚安奶250mL*20,40,3155.2
2026-8-10,京东,京东自营,三元纯牛奶180mL*12,1440,19065.6
2026-8-10,京东,京东自营,三元老北京酸牛奶（139g*8*4）,60,3034.8
2026-8-10,京东,京东自营,优选鲜牛乳240ml*20,1880,59107.2
2026-8-10,京东,京东自营,全脂桶（1*6）,360,18597.6
2026-8-10,京东,京东自营,北京酸奶原味杯130g*24,312,13241.28
2026-8-10,京东,京东自营,北京酸奶草莓杯130g*24,96,4949.76
2026-8-10,京东,京东自营,北京酸奶酸木瓜杯130g*24,72,3860.64
2026-8-10,京东,京东自营,北京酸奶青柠杯130g*24,72,3905.28
2026-8-10,京东,京东自营,小康（1*12）,240,4046.4
2026-8-10,京东,京东自营,极致A2鲜奶240*20,420,13427.4
2026-8-10,京东,京东自营,极致A2鲜奶900*6,72,2118.96
2026-8-10,京东,京东自营,极致有机鲜牛奶 900ML,120,3982.8
2026-8-10,京东,京东自营,极致有机鲜牛奶240ML,180,6228
2026-8-10,京东,京东自营,脱脂桶（1*6）,120,6206.4
2026-8-10,京东,京东自营,袋装天然酸奶(180g*60),1200,62688
2026-8-10,京东,京东自营,雪凝原味盒酸800g*12,24,2063.76
2026-8-10,京东,京东自营,雪凝奶皮子酸奶原味800g*12,36,3108.96
2026-8-10,天猫,猫旗,72℃屋型鲜牛乳(950ml*12盒),28,1519
2026-8-10,天猫,猫旗,优选鲜牛乳240ml*20,2025,63666
2026-8-10,天猫,猫旗,优选瓶装鲜牛乳(450ml*12瓶),33,1020.69
2026-8-10,天猫,猫旗,全脂桶（1*6）,152,7852.32
2026-8-10,天猫,猫旗,72℃鲜牛乳（瓶）900mL,89,2610.37
2026-8-10,天猫,猫旗,三元乐活（瓶）200mL*20,1199,37001.14
2026-8-10,天猫,猫旗,三元乐活(瓶)450mL*12,32,1097.28
2026-8-10,天猫,猫旗,三元乐活950mL*12,308,17549.84
2026-8-10,天猫,猫旗,三元晚安奶250mL*20,8,631.04
2026-8-10,天猫,猫旗,极致A2鲜奶240*20,105,3356.85
2026-8-10,天猫,猫旗,极致A2鲜奶900*6,10,294.3
2026-8-10,天猫,猫旗,极致有机鲜牛奶 900ML,51,1692.69
2026-8-10,天猫,猫旗,极致有机鲜牛奶240ML,168,5812.8
2026-8-10,天猫,猫旗,三元真的好巧200mL*20,404,33083.56
2026-8-10,天猫,猫旗,三元真的好巧450mL*12,45,4665.6
2026-8-10,天猫,猫旗,三元芋你鲜活450mL*12,4,154.48
2026-8-10,天猫,猫旗,三元草莓黑米杯酸130g*24,28,1473.64
2026-8-10,天猫,猫旗,三元青提芝士杯酸130g*24,40,2250.8
2026-8-10,天猫,猫旗,北京酸奶原味瓶200g*24,216,12279.6
2026-8-10,天猫,猫旗,北京酸奶原味杯130g*24,1862,79023.28
2026-8-10,天猫,猫旗,北京酸奶草莓杯130g*24,20,1031.2
2026-8-10,天猫,猫旗,北京酸奶酸木瓜杯130g*24,12,643.44
2026-8-10,天猫,猫旗,北京酸奶青柠杯130g*24,45,2440.8
2026-8-10,天猫,猫旗,北京酸奶草莓瓶200g*24,54,4023
2026-8-10,天猫,猫旗,北京酸奶酸木瓜瓶200g*24,48,3642.72
2026-8-10,天猫,猫旗,北京酸奶青柠瓶200g*24,44,3226.96
2026-8-10,天猫,猫旗,大果块草莓+桑葚260g*12,4,117.88
2026-8-10,天猫,猫旗,大果块黄桃+芒果260g*12,4,111.84
2026-8-10,天猫,猫旗,天然桶装酸牛奶1kg,13,643.76
2026-8-10,天猫,猫旗,安德鲁蜂蜜,81,0
2026-8-10,天猫,猫旗,极致72℃A2鲜奶900mL*6,2,63.6
2026-8-10,天猫,猫旗,海报,71,0
2026-8-10,天猫,猫旗,简卡原味袋五连包150g*5*10,4,208.12
2026-8-10,天猫,猫旗,老北京杯装酸牛奶(139g*24),174,5507.1
2026-8-10,天猫,猫旗,芭芭农场DM单,282,0
2026-8-10,天猫,猫旗,雪凝原味盒酸800g*12,4,343.96
2026-8-10,天猫,猫旗,雪凝奶皮子酸奶原味800g*12,26,2245.36
2026-8-10,天猫,猫旗,雪凝炭烧奶皮子杯酸130g*24,33,1024.98
2026-8-10,天猫,猫旗,雪凝炭烧奶皮子酸奶盒装800g*12,24,2263.68
2026-8-10,天猫,猫旗,雪凝茯苓杯装酸奶150g*4*14,75,3802.5
2026-8-10,天猫,猫超,72℃屋型鲜牛乳(950ml*12盒),24,1302
2026-8-10,天猫,猫超,优选鲜牛乳240ml*20,132,4150.08
2026-8-10,天猫,猫超,优选瓶装鲜牛乳(450ml*12瓶),4,123.72
2026-8-10,天猫,猫超,全脂桶（1*6）,24,1239.84
2026-8-10,天猫,猫超,轻能利乐冠—蓝莓+大麦250g,40,2314
2026-8-10,天猫,猫超,轻能利乐冠—黄桃+大麦250g,216,12121.92
2026-8-10,天猫,猫超,72℃鲜牛乳（瓶）900mL,16,469.28
2026-8-10,天猫,猫超,三元乐活（瓶）200mL*20,99,3055.14
2026-8-10,天猫,猫超,三元乐活950mL*12,100,5698
2026-8-10,天猫,猫超,极致A2鲜奶240*20,8,255.76
2026-8-10,天猫,猫超,极致A2鲜奶900*6,6,176.58
2026-8-10,天猫,猫超,极致有机鲜牛奶 900ML,10,331.9
2026-8-10,天猫,猫超,极致有机鲜牛奶240ML,8,276.8
2026-8-10,天猫,猫超,三元真的好巧200mL*20,205,16787.45
2026-8-10,天猫,猫超,北京酸奶原味杯130g*24,16,679.04
2026-8-10,天猫,猫超,北京酸奶草莓杯130g*24,6,309.36
2026-8-10,天猫,猫超,北京酸奶酸木瓜杯130g*24,30,1608.6
2026-8-10,天猫,猫超,北京酸奶青柠杯130g*24,6,325.44
2026-8-10,天猫,猫超,安德鲁蜂蜜,8,0
2026-8-10,天猫,猫超,老北京杯装酸牛奶(139g*24),144,4557.6
2026-8-10,天猫,猫超,雪凝茯苓杯装酸奶150g*4*14,21,1064.7
2026-8-10,其他,其他,优选鲜牛乳240ml*20,60,1886.4
2026-8-10,其他,其他,72℃鲜牛乳（瓶）900mL,3,87.99
2026-8-10,其他,其他,极致A2鲜奶240*20,5,159.85
2026-8-10,其他,其他,极致有机鲜牛奶 900ML,6,199.14
2026-8-10,其他,其他,极致有机鲜牛奶240ML,14,484.4
2026-8-10,其他,其他,三元真的好巧200mL*20,5,409.45
2026-8-10,其他,其他,三元真的好巧450mL*12,124,12856.32
2026-8-10,其他,其他,三元草莓黑米三连杯130g*3*8,8,439.44
2026-8-10,其他,其他,三元青提芝士三连杯130g*3*8,8,468.64
2026-8-10,其他,其他,北京酸奶原味瓶200g*24,8,454.8
2026-8-10,其他,其他,北京酸奶原味杯130g*24,33,1400.52
2026-8-10,其他,其他,北京酸奶草莓杯130g*24,9,464.04
2026-8-10,其他,其他,北京酸奶酸木瓜杯130g*24,18,965.16
2026-8-10,其他,其他,北京酸奶青柠杯130g*24,6,325.44
2026-8-10,其他,其他,北京酸奶草莓瓶200g*24,4,298
2026-8-10,其他,其他,系统自动虚拟货品,32,0
2026-8-10,其他,其他,雪凝炭烧奶皮子杯酸130g*24,8,248.48
2026-8-10,其他,其他,雪凝茯苓杯装酸奶150g*4*14,2,101.4
2026-8-10,其他,其他,优选鲜牛乳240ml*20,22,691.68
2026-8-10,其他,其他,极致有机鲜牛奶240ML,6,207.6
2026-8-10,其他,其他,优选鲜牛乳240ml*20,14,440.16
2026-8-10,其他,其他,优选瓶装鲜牛乳(450ml*12瓶),6,185.58
2026-8-10,其他,其他,三元乐活（瓶）200mL*20,48,1481.28
2026-8-10,其他,其他,极致A2鲜奶900*6,3,88.29
2026-8-10,抖音,抖音,丁禹兮礼盒--2.0(抖音）,1,0
2026-8-10,抖音,抖音,优选鲜牛乳240ml*20,554,17417.76
2026-8-10,抖音,抖音,优选瓶装鲜牛乳(450ml*12瓶),1081,33435.33
2026-8-10,抖音,抖音,三元乐活（瓶）200mL*20,3756,115910.16
2026-8-10,抖音,抖音,极致A2鲜奶240*20,378,12084.66
2026-8-10,抖音,抖音,极致A2鲜奶900*6,3,88.29
2026-8-10,抖音,抖音,极致有机鲜牛奶 900ML,1,33.19
2026-8-10,抖音,抖音,极致有机鲜牛奶240ML,64,2214.4
2026-8-10,抖音,抖音,三元真的好巧200mL*20,360,29480.4
2026-8-10,抖音,抖音,三元真的好巧450mL*12,15,1555.2
2026-8-10,抖音,抖音,三元草莓黑米杯酸130g*24,295,15525.85
2026-8-10,抖音,抖音,三元青提芝士杯酸130g*24,8,450.16
2026-8-10,抖音,抖音,北京酸奶原味瓶200g*24,560,31836
2026-8-10,抖音,抖音,北京酸奶原味杯130g*24,7740,328485.6
2026-8-10,抖音,抖音,北京酸奶草莓杯130g*24,166,8558.96
2026-8-10,抖音,抖音,北京酸奶酸木瓜杯130g*24,70,3753.4
2026-8-10,抖音,抖音,北京酸奶青柠杯130g*24,64,3471.36
2026-8-10,抖音,抖音,北京酸奶草莓瓶200g*24,42,3129
2026-8-10,抖音,抖音,北京酸奶酸木瓜瓶200g*24,12,910.68
2026-8-10,抖音,抖音,北京酸奶青柠瓶200g*24,30,2200.2
2026-8-10,抖音,抖音,烤橙子陈皮爆珠杯酸130g*24,1307,72146.4
2026-8-10,抖音,抖音,玻璃杯,64,0
2026-8-10,抖音,抖音,蜂蜜,46,0
2026-8-10,抖音,抖音,镭射卡,14,0
2026-8-10,抖音,抖音,雪凝奶皮子酸奶原味800g*12,1530,132130.8
2026-8-10,抖音,抖音,雪凝炭烧奶皮子杯酸130g*24,337,10467.22
2026-8-10,抖音,抖音,雪凝炭烧奶皮子酸奶盒装800g*12,3654,344645.28
2026-8-10,拼多多,拼多多,100g原味酸奶,6,372
2026-8-10,拼多多,拼多多,72℃屋型鲜牛乳(950ml*12盒),2205,119621.25
2026-8-10,拼多多,拼多多,优选鲜牛乳240ml*20,262,8237.28
2026-8-10,拼多多,拼多多,优选瓶装鲜牛乳(450ml*12瓶),688,21279.84
2026-8-10,拼多多,拼多多,轻能利乐冠—蓝莓+大麦250g,4,231.4
2026-8-10,拼多多,拼多多,轻能利乐冠—黄桃+大麦250g,4,224.48
2026-8-10,拼多多,拼多多,72℃鲜牛乳（瓶）900mL,1849,54231.17
2026-8-10,拼多多,拼多多,三元乐活（瓶）200mL*20,10,308.6
2026-8-10,拼多多,拼多多,三元乐活(瓶)450mL*12,1008,34564.32
2026-8-10,拼多多,拼多多,三元乐活950mL*12,84,4786.32
2026-8-10,拼多多,拼多多,三元晚安奶250mL*20,22,1735.36
2026-8-10,拼多多,拼多多,极致A2鲜奶240*20,178,5690.66
2026-8-10,拼多多,拼多多,极致A2鲜奶900*6,136,4002.48
2026-8-10,拼多多,拼多多,极致有机鲜牛奶 900ML,658,21839.02
2026-8-10,拼多多,拼多多,极致有机鲜牛奶240ML,125,4325
2026-8-10,拼多多,拼多多,三元真的好巧200mL*20,56,4585.84
2026-8-10,拼多多,拼多多,三元芋你鲜活450mL*12,248,9577.76
2026-8-10,拼多多,拼多多,三元草莓黑米杯酸130g*24,6,315.78
2026-8-10,拼多多,拼多多,三元青提芝士杯酸130g*24,9,506.43
2026-8-10,拼多多,拼多多,三元乐活有机牛乳200mL*20,18,750.42
2026-8-10,拼多多,拼多多,北京酸奶原味瓶200g*24,70,3979.5
2026-8-10,拼多多,拼多多,北京酸奶原味杯130g*24,188,7978.72
2026-8-10,拼多多,拼多多,北京酸奶草莓杯130g*24,8,412.48
2026-8-10,拼多多,拼多多,北京酸奶青柠杯130g*24,8,433.92
2026-8-10,拼多多,拼多多,72℃屋型鲜牛乳(490ml*12盒),144,4492.8
2026-8-10,拼多多,拼多多,大大果块桑葚+蓝莓260g*12,52,1491.36
2026-8-10,拼多多,拼多多,大果块草莓+桑葚260g*12,64,1886.08
2026-8-10,拼多多,拼多多,大果块草莓+黄桃260g*12,60,1696.8
2026-8-10,拼多多,拼多多,大果块黄桃+芒果260g*12,80,2236.8
2026-8-10,拼多多,拼多多,极致72℃A2鲜奶240mL*20,63,2142
2026-8-10,拼多多,拼多多,蜂蜜,90,0
2026-8-10,拼多多,拼多多,雪凝原味盒酸800g*12,93,7997.07
2026-8-10,拼多多,拼多多,雪凝奶皮子酸奶原味800g*12,800,69088
2026-8-10,拼多多,拼多多,雪凝炭烧奶皮子杯酸130g*24,1006,31246.36
2026-8-10,拼多多,拼多多,雪凝炭烧奶皮子酸奶盒装800g*12,728,68664.96
2026-8-10,拼多多,拼多多,雪凝茯苓杯装酸奶150g*4*14,568,28797.6
2026-8-10,新零售,新零售,72℃鲜牛乳（瓶）900mL,15354,450332.82
2026-8-10,新零售,新零售,中脱（1*12）,1632,49890.24
2026-8-10,新零售,新零售,优选瓶装鲜牛乳(450ml*12瓶),4548,140669.64
2026-8-10,新零售,新零售,全脂桶（1*6）,2088,107866.08
2026-8-10,新零售,新零售,全脂酸牛奶原味(100g*8),780,3642.6
2026-8-10,新零售,新零售,北京酸奶原味四连杯130g*4*6,1206,57429.72
2026-8-10,新零售,新零售,北京酸奶原味杯130g*24,48,2037.12
2026-8-10,新零售,新零售,北京酸奶草莓四连杯130g*4*6,558,31973.4
2026-8-10,新零售,新零售,北京酸奶草莓杯130g*24,48,2474.88
2026-8-10,新零售,新零售,北京酸奶酸木瓜杯130g*24,48,2573.76
2026-8-10,新零售,新零售,北京酸奶青柠杯130g*24,48,2603.52
2026-8-10,新零售,新零售,大果块黄桃+芒果260g*12,684,19124.64
2026-8-10,新零售,新零售,天然桶装酸牛奶(1*6),2304,127549.44
2026-8-10,新零售,新零售,小康（1*12）,5472,92257.92
2026-8-10,新零售,新零售,小象有机鲜牛奶950mL*12,9132,593762.64
2026-8-10,新零售,新零售,极致A2鲜奶240*20,820,26215.4
2026-8-10,新零售,新零售,极致A2鲜奶900*6,1194,35139.42
2026-8-10,新零售,新零售,极致有机鲜牛奶 900ML,5154,171061.26
2026-8-10,新零售,新零售,极致有机鲜牛奶240ML,6980,241508
2026-8-10,新零售,新零售,特品纯鲜牛奶(1*60),21600,1302696
2026-8-10,新零售,新零售,益菌多原味（125g*8*12）,1284,107856
2026-8-10,新零售,新零售,益菌多无蔗糖（125g*8*12）,444,40288.56
2026-8-10,新零售,新零售,盒马日日鲜A2星期一250mL*20,7040,0
2026-8-10,新零售,新零售,盒马日日鲜星期一950ml,14076,63623.52
2026-8-10,新零售,新零售,盒马有机桶鲜1.5L*6,13044,711941.52
2026-8-10,新零售,新零售,简卡原味八连杯100g*8*12,1728,117694.08
2026-8-10,新零售,新零售,简卡原味袋五连包150g*5*10,1020,53070.6
2026-8-10,新零售,新零售,老北京杯装酸牛奶(139g*24),888,28105.2
2026-8-10,新零售,新零售,脱脂桶（1*6）,120,6206.4
2026-8-10,新零售,新零售,袋装天然酸奶(180g*60),2400,125376
2026-8-10,新零售,新零售,雪凝茯苓杯装酸奶150g*4*14,2184,110728.8
2026-8-10,新零售,新零售,雪凝茯苓杯酸纸箱150g*4*14,2996,161214.76
2026-8-11,京东,京东POP,72℃屋型鲜牛乳(950ml*12盒),36,1953
2026-8-11,京东,京东POP,优选鲜牛乳240ml*20,236,7419.84
2026-8-11,京东,京东POP,优选瓶装鲜牛乳(450ml*12瓶),16,494.88
2026-8-11,京东,京东POP,全脂桶（1*6）,20,1033.2
2026-8-11,京东,京东POP,轻能利乐冠—蓝莓+大麦250g,16,925.6
2026-8-11,京东,京东POP,轻能利乐冠—黄桃+大麦250g,8,448.96
2026-8-11,京东,京东POP,三元166风味发酵乳182g*30,49,3212.93
2026-8-11,京东,京东POP,72℃鲜牛乳（瓶）900mL,8,234.64
2026-8-11,京东,京东POP,三元乐活（瓶）200mL*20,84,2592.24
2026-8-11,京东,京东POP,三元乐活(瓶)450mL*12,40,1371.6
2026-8-11,京东,京东POP,三元乐活950mL*12,16,911.68
2026-8-11,京东,京东POP,三元晚安奶250mL*20,6,473.28
2026-8-11,京东,京东POP,极致72℃低脂鲜奶240mL*20,5,170
2026-8-11,京东,京东POP,极致72℃低脂鲜奶900mL*6,2,63.6
2026-8-11,京东,京东POP,极致A2鲜奶240*20,148,4731.56
2026-8-11,京东,京东POP,极致A2鲜奶900*6,50,1471.5
2026-8-11,京东,京东POP,极致有机鲜牛奶 900ML,24,796.56
2026-8-11,京东,京东POP,极致有机鲜牛奶240ML,236,8165.6
2026-8-11,京东,京东POP,三元真的好巧200mL*20,129,10563.81
2026-8-11,京东,京东POP,三元草莓黑米杯酸130g*24,3,157.89
2026-8-11,京东,京东POP,三元青提芝士杯酸130g*24,18,1012.86
2026-8-11,京东,京东POP,冰箱贴套装,37,0
2026-8-11,京东,京东POP,北京酸奶原味杯130g*24,78,3310.32
2026-8-11,京东,京东POP,北京酸奶草莓杯130g*24,38,1959.28
2026-8-11,京东,京东POP,北京酸奶草莓瓶200g*24,7,521.5
2026-8-11,京东,京东POP,大大果块桑葚+蓝莓260g*12,18,516.24
2026-8-11,京东,京东POP,天然桶装酸牛奶1kg,106,5249.12
2026-8-11,京东,京东POP,安德鲁蜂蜜,39,0
2026-8-11,京东,京东POP,极致72℃A2鲜奶240mL*20,5,170
2026-8-11,京东,京东POP,简卡原味袋五连包150g*5*10,3,156.09
2026-8-11,京东,京东POP,老北京杯装酸牛奶(139g*24),12,379.8
2026-8-11,京东,京东POP,雪凝原味盒酸800g*12,6,515.94
2026-8-11,京东,京东POP,雪凝炭烧奶皮子酸奶盒装800g*12,8,754.56
2026-8-11,京东,京东POP,雪凝茯苓杯装酸奶150g*4*14,18,912.6
2026-8-11,其他,其他,优选鲜牛乳240ml*20,33,1037.52
2026-8-11,其他,其他,优选瓶装鲜牛乳(450ml*12瓶),13,402.09
2026-8-11,其他,其他,三元乐活（瓶）200mL*20,156,4814.16
2026-8-11,其他,其他,三元乐活(瓶)450mL*12,36,1234.44
2026-8-11,其他,其他,极致A2鲜奶240*20,40,1278.8
2026-8-11,其他,其他,极致A2鲜奶900*6,26,765.18
2026-8-11,其他,其他,极致有机鲜牛奶240ML,28,968.8
2026-8-11,其他,其他,三元草莓黑米三连杯130g*3*8,16,878.88
2026-8-11,其他,其他,三元青提芝士三连杯130g*3*8,80,4686.4
2026-8-11,其他,其他,北京酸奶原味杯130g*24,11,466.84
2026-8-11,其他,其他,北京酸奶草莓杯130g*24,5,257.8
2026-8-11,其他,其他,北京酸奶酸木瓜杯130g*24,2,107.24
2026-8-11,其他,其他,北京酸奶青柠杯130g*24,8,433.92
2026-8-11,其他,其他,系统自动虚拟货品,19,0
2026-8-11,其他,其他,雪凝原味盒酸800g*12,1,85.99
2026-8-11,其他,其他,雪凝奶皮子酸奶原味800g*12,3,259.08
2026-8-11,天猫,猫旗,72℃屋型鲜牛乳(950ml*12盒),23,1247.75
2026-8-11,天猫,猫旗,优选鲜牛乳240ml*20,340,10689.6
2026-8-11,天猫,猫旗,优选瓶装鲜牛乳(450ml*12瓶),9,278.37
2026-8-11,天猫,猫旗,全脂桶（1*6）,159,8213.94
2026-8-11,天猫,猫旗,轻能利乐冠—蓝莓+大麦250g,5,289.25
2026-8-11,天猫,猫旗,轻能利乐冠—黄桃+大麦250g,5,280.6
2026-8-11,天猫,猫旗,三元166风味发酵乳182g*30,8,524.56
2026-8-11,天猫,猫旗,72℃鲜牛乳（瓶）900mL,112,3284.96
2026-8-11,天猫,猫旗,三元乐活（瓶）200mL*20,1369,42247.34
2026-8-11,天猫,猫旗,三元乐活(瓶)450mL*12,12,411.48
2026-8-11,天猫,猫旗,三元乐活950mL*12,118,6723.64
2026-8-11,天猫,猫旗,三元晚安奶250mL*20,6,473.28
2026-8-11,天猫,猫旗,极致72℃低脂鲜奶240mL*20,21,714
2026-8-11,天猫,猫旗,极致72℃低脂鲜奶900mL*6,3,95.4
2026-8-11,天猫,猫旗,极致A2鲜奶240*20,158,5051.26
2026-8-11,天猫,猫旗,极致A2鲜奶900*6,10,294.3
2026-8-11,天猫,猫旗,极致有机鲜牛奶 900ML,21,696.99
2026-8-11,天猫,猫旗,极致有机鲜牛奶240ML,283,9791.8
2026-8-11,天猫,猫旗,三元真的好巧200mL*20,425,34803.25
2026-8-11,天猫,猫旗,三元芋你鲜活200mL*20,10,338.6
2026-8-11,天猫,猫旗,三元草莓黑米杯酸130g*24,60,3157.8
2026-8-11,天猫,猫旗,三元青提芝士杯酸130g*24,20,1125.4
2026-8-11,天猫,猫旗,北京酸奶原味瓶200g*24,19,1080.15
2026-8-11,天猫,猫旗,北京酸奶原味杯130g*24,916,38875.04
2026-8-11,天猫,猫旗,北京酸奶草莓杯130g*24,39,2010.84
2026-8-11,天猫,猫旗,北京酸奶酸木瓜杯130g*24,6,321.72
2026-8-11,天猫,猫旗,北京酸奶青柠杯130g*24,19,1030.56
2026-8-11,天猫,猫旗,北京酸奶草莓瓶200g*24,23,1713.5
2026-8-11,天猫,猫旗,北京酸奶酸木瓜瓶200g*24,3,227.67
2026-8-11,天猫,猫旗,北京酸奶青柠瓶200g*24,3,220.02
2026-8-11,天猫,猫旗,大果块草莓+桑葚260g*12,8,235.76
2026-8-11,天猫,猫旗,天然桶装酸牛奶1kg,51,2525.52
2026-8-11,天猫,猫旗,安德鲁蜂蜜,36,0
2026-8-11,天猫,猫旗,极致72℃A2鲜奶240mL*20,45,1530
2026-8-11,天猫,猫旗,海报,51,0
2026-8-11,天猫,猫旗,简卡原味袋五连包150g*5*10,10,520.3
2026-8-11,天猫,猫旗,老北京杯装酸牛奶(139g*24),40,1266
2026-8-11,天猫,猫旗,芭芭农场DM单,139,0
2026-8-11,天猫,猫旗,雪凝原味盒酸800g*12,14,1203.86
2026-8-11,天猫,猫旗,雪凝奶皮子酸奶原味800g*12,29,2504.44
2026-8-11,天猫,猫旗,雪凝炭烧奶皮子杯酸130g*24,12,372.72
2026-8-11,天猫,猫旗,雪凝炭烧奶皮子酸奶盒装800g*12,32,3018.24
2026-8-11,天猫,猫旗,雪凝茯苓杯装酸奶150g*4*14,40,2028
2026-8-11,天猫,猫超,72℃屋型鲜牛乳(950ml*12盒),26,1410.5
2026-8-11,天猫,猫超,优选鲜牛乳240ml*20,144,4527.36
2026-8-11,天猫,猫超,优选瓶装鲜牛乳(450ml*12瓶),8,247.44
2026-8-11,天猫,猫超,全脂桶（1*6）,6,309.96
2026-8-11,天猫,猫超,轻能利乐冠—蓝莓+大麦250g,16,925.6
2026-8-11,天猫,猫超,轻能利乐冠—黄桃+大麦250g,72,4040.64
2026-8-11,天猫,猫超,72℃鲜牛乳（瓶）900mL,4,117.32
2026-8-11,天猫,猫超,三元乐活（瓶）200mL*20,72,2221.92
2026-8-11,天猫,猫超,三元乐活(瓶)450mL*12,6,205.74
2026-8-11,天猫,猫超,三元乐活950mL*12,96,5470.08
2026-8-11,天猫,猫超,极致A2鲜奶240*20,32,1023.04
2026-8-11,天猫,猫超,极致A2鲜奶900*6,6,176.58
2026-8-11,天猫,猫超,极致有机鲜牛奶 900ML,14,464.66
2026-8-11,天猫,猫超,极致有机鲜牛奶240ML,48,1660.8
2026-8-11,天猫,猫超,三元真的好巧200mL*20,205,16787.45
2026-8-11,天猫,猫超,三元草莓黑米杯酸130g*24,36,1894.68
2026-8-11,天猫,猫超,三元青提芝士杯酸130g*24,18,1012.86
2026-8-11,天猫,猫超,北京酸奶原味杯130g*24,6,254.64
2026-8-11,天猫,猫超,安德鲁蜂蜜,3,0
2026-8-11,天猫,猫超,老北京杯装酸牛奶(139g*24),180,5697
2026-8-11,天猫,猫超,雪凝茯苓杯装酸奶150g*4*14,15,760.5
2026-8-11,抖音,抖音,丁禹兮礼盒--2.0(抖音）,1,0
2026-8-11,抖音,抖音,优选鲜牛乳240ml*20,512,16097.28
2026-8-11,抖音,抖音,优选瓶装鲜牛乳(450ml*12瓶),445,13763.85
2026-8-11,抖音,抖音,三元乐活（瓶）200mL*20,1802,55609.72
2026-8-11,抖音,抖音,三元乐活(瓶)450mL*12,20,685.8
2026-8-11,抖音,抖音,三元晚安奶250mL*20,16,1262.08
2026-8-11,抖音,抖音,极致A2鲜奶240*20,86,2749.42
2026-8-11,抖音,抖音,极致A2鲜奶900*6,3,88.29
2026-8-11,抖音,抖音,极致有机鲜牛奶 900ML,12,398.28
2026-8-11,抖音,抖音,极致有机鲜牛奶240ML,64,2214.4
2026-8-11,抖音,抖音,三元真的好巧200mL*20,319,26122.91
2026-8-11,抖音,抖音,三元真的好巧450mL*12,3,311.04
2026-8-11,抖音,抖音,三元芋你鲜活200mL*20,20,677.2
2026-8-11,抖音,抖音,三元草莓黑米杯酸130g*24,245,12894.35
